degrees,values
9122,0.848
9123,0.8387
9124,0.829
9125,0.8192
9126,0.809
9127,0.7986
9128,0.788
9129,0.7771
9130,0.766
9131,0.7547
9132,0.7431
9133,0.7314
9134,0.7193
9135,0.7071
9136,0.6947
9137,0.682
9138,0.6691
9139,0.6561
9140,0.6428
9141,0.6293
9142,0.6157
9143,0.6018
9144,0.5878
9145,0.5736
9146,0.5592
9147,0.5446
9148,0.5299
9149,0.515
9150,0.5
9151,0.4848
9152,0.4695
9153,0.454
9154,0.4384
9155,0.4226
9156,0.4067
9157,0.3907
9158,0.3746
9159,0.3584
9160,0.342
9161,0.3256
9162,0.309
9163,0.2924
9164,0.2756
9165,0.2588
9166,0.2419
9167,0.225
9168,0.2079
9169,0.1908
9170,0.1736
9171,0.1564
9172,0.1392
9173,0.1219
9174,0.1045
9175,0.0872
9176,0.0698
9177,0.0523
9178,0.0349
9179,0.0175
9180,0.0
9181,-0.0175
9182,-0.0349
9183,-0.0523
9184,-0.0698
9185,-0.0872
9186,-0.1045
9187,-0.1219
9188,-0.1392
9189,-0.1564
9190,-0.1736
9191,-0.1908
9192,-0.2079
9193,-0.225
9194,-0.2419
9195,-0.2588
9196,-0.2756
9197,-0.2924
9198,-0.309
9199,-0.3256
9200,-0.342
9201,-0.3584
9202,-0.3746
9203,-0.3907
9204,-0.4067
9205,-0.4226
9206,-0.4384
9207,-0.454
9208,-0.4695
9209,-0.4848
9210,-0.5
9211,-0.515
9212,-0.5299
9213,-0.5446
9214,-0.5592
9215,-0.5736
9216,-0.5878
9217,-0.6018
9218,-0.6157
9219,-0.6293
9220,-0.6428
9221,-0.6561
9222,-0.6691
9223,-0.682
9224,-0.6947
9225,-0.7071
9226,-0.7193
9227,-0.7314
9228,-0.7431
9229,-0.7547
9230,-0.766
9231,-0.7771
9232,-0.788
9233,-0.7986
9234,-0.809
9235,-0.8192
9236,-0.829
9237,-0.8387
9238,-0.848
9239,-0.8572
9240,-0.866
9241,-0.8746
9242,-0.8829
9243,-0.891
9244,-0.8988
9245,-0.9063
9246,-0.9135
9247,-0.9205
9248,-0.9272
9249,-0.9336
9250,-0.9397
9251,-0.9455
9252,-0.9511
9253,-0.9563
9254,-0.9613
9255,-0.9659
9256,-0.9703
9257,-0.9744
9258,-0.9781
9259,-0.9816
9260,-0.9848
9261,-0.9877
9262,-0.9903
9263,-0.9925
9264,-0.9945
9265,-0.9962
9266,-0.9976
9267,-0.9986
9268,-0.9994
9269,-0.9998
9270,-1.0
9271,-0.9998
9272,-0.9994
9273,-0.9986
9274,-0.9976
9275,-0.9962
9276,-0.9945
9277,-0.9925
9278,-0.9903
9279,-0.9877
9280,-0.9848
9281,-0.9816
9282,-0.9781
9283,-0.9744
9284,-0.9703
9285,-0.9659
9286,-0.9613
9287,-0.9563
9288,-0.9511
9289,-0.9455
9290,-0.9397
9291,-0.9336
9292,-0.9272
9293,-0.9205
9294,-0.9135
9295,-0.9063
9296,-0.8988
9297,-0.891
9298,-0.8829
9299,-0.8746
9300,-0.866
9301,-0.8572
9302,-0.848
9303,-0.8387
9304,-0.829
9305,-0.8192
9306,-0.809
9307,-0.7986
9308,-0.788
9309,-0.7771
9310,-0.766
9311,-0.7547
9312,-0.7431
9313,-0.7314
9314,-0.7193
9315,-0.7071
9316,-0.6947
9317,-0.682
9318,-0.6691
9319,-0.6561
9320,-0.6428
9321,-0.6293
9322,-0.6157
9323,-0.6018
9324,-0.5878
9325,-0.5736
9326,-0.5592
9327,-0.5446
9328,-0.5299
9329,-0.515
9330,-0.5
9331,-0.4848
9332,-0.4695
9333,-0.454
9334,-0.4384
9335,-0.4226
9336,-0.4067
9337,-0.3907
9338,-0.3746
9339,-0.3584
9340,-0.342
9341,-0.3256
9342,-0.309
9343,-0.2924
9344,-0.2756
9345,-0.2588
9346,-0.2419
9347,-0.225
9348,-0.2079
9349,-0.1908
9350,-0.1736
9351,-0.1564
9352,-0.1392
9353,-0.1219
9354,-0.1045
9355,-0.0872
9356,-0.0698
9357,-0.0523
9358,-0.0349
9359,-0.0175
9360,0.0
9361,0.0175
9362,0.0349
9363,0.0523
9364,0.0698
9365,0.0872
9366,0.1045
9367,0.1219
9368,0.1392
9369,0.1564
9370,0.1736
9371,0.1908
9372,0.2079
9373,0.225
9374,0.2419
9375,0.2588
9376,0.2756
9377,0.2924
9378,0.309
9379,0.3256
9380,0.342
9381,0.3584
9382,0.3746
9383,0.3907
9384,0.4067
9385,0.4226
9386,0.4384
9387,0.454
9388,0.4695
9389,0.4848
9390,0.5
9391,0.515
9392,0.5299
9393,0.5446
9394,0.5592
9395,0.5736
9396,0.5878
9397,0.6018
9398,0.6157
9399,0.6293
9400,0.6428
9401,0.6561
9402,0.6691
9403,0.682
9404,0.6947
9405,0.7071
9406,0.7193
9407,0.7314
9408,0.7431
9409,0.7547
9410,0.766
9411,0.7771
9412,0.788
9413,0.7986
9414,0.809
9415,0.8192
9416,0.829
9417,0.8387
9418,0.848
9419,0.8572
9420,0.866
9421,0.8746
9422,0.8829
9423,0.891
9424,0.8988
9425,0.9063
9426,0.9135
9427,0.9205
9428,0.9272
9429,0.9336
9430,0.9397
9431,0.9455
9432,0.9511
9433,0.9563
9434,0.9613
9435,0.9659
9436,0.9703
9437,0.9744
9438,0.9781
9439,0.9816
9440,0.9848
9441,0.9877
9442,0.9903
9443,0.9925
9444,0.9945
9445,0.9962
9446,0.9976
9447,0.9986
9448,0.9994
9449,0.9998
9450,1.0
9451,0.9998
9452,0.9994
9453,0.9986
9454,0.9976
9455,0.9962
9456,0.9945
9457,0.9925
9458,0.9903
9459,0.9877
9460,0.9848
9461,0.9816
9462,0.9781
9463,0.9744
9464,0.9703
9465,0.9659
9466,0.9613
9467,0.9563
9468,0.9511
9469,0.9455
9470,0.9397
9471,0.9336
9472,0.9272
9473,0.9205
9474,0.9135
9475,0.9063
9476,0.8988
9477,0.891
9478,0.8829
9479,0.8746
9480,0.866
9481,0.8572
9482,0.848
9483,0.8387
9484,0.829
9485,0.8192
9486,0.809
9487,0.7986
9488,0.788
9489,0.7771
9490,0.766
9491,0.7547
9492,0.7431
9493,0.7314
9494,0.7193
9495,0.7071
9496,0.6947
9497,0.682
9498,0.6691
9499,0.6561
9500,0.6428
9501,0.6293
9502,0.6157
9503,0.6018
9504,0.5878
9505,0.5736
9506,0.5592
9507,0.5446
9508,0.5299
9509,0.515
9510,0.5
9511,0.4848
9512,0.4695
9513,0.454
9514,0.4384
9515,0.4226
9516,0.4067
9517,0.3907
9518,0.3746
9519,0.3584
9520,0.342
9521,0.3256
9522,0.309
9523,0.2924
9524,0.2756
9525,0.2588
9526,0.2419
9527,0.225
9528,0.2079
9529,0.1908
9530,0.1736
9531,0.1564
9532,0.1392
9533,0.1219
9534,0.1045
9535,0.0872
9536,0.0698
9537,0.0523
9538,0.0349
9539,0.0175
9540,0.0
9541,-0.0175
9542,-0.0349
9543,-0.0523
9544,-0.0698
9545,-0.0872
9546,-0.1045
9547,-0.1219
9548,-0.1392
9549,-0.1564
9550,-0.1736
9551,-0.1908
9552,-0.2079
9553,-0.225
9554,-0.2419
9555,-0.2588
9556,-0.2756
9557,-0.2924
9558,-0.309
9559,-0.3256
9560,-0.342
9561,-0.3584
9562,-0.3746
9563,-0.3907
9564,-0.4067
9565,-0.4226
9566,-0.4384
9567,-0.454
9568,-0.4695
9569,-0.4848
9570,-0.5
9571,-0.515
9572,-0.5299
9573,-0.5446
9574,-0.5592
9575,-0.5736
9576,-0.5878
9577,-0.6018
9578,-0.6157
9579,-0.6293
9580,-0.6428
9581,-0.6561
9582,-0.6691
9583,-0.682
9584,-0.6947
9585,-0.7071
9586,-0.7193
9587,-0.7314
9588,-0.7431
9589,-0.7547
9590,-0.766
9591,-0.7771
9592,-0.788
9593,-0.7986
9594,-0.809
9595,-0.8192
9596,-0.829
9597,-0.8387
9598,-0.848
9599,-0.8572
9600,-0.866
9601,-0.8746
9602,-0.8829
9603,-0.891
9604,-0.8988
9605,-0.9063
9606,-0.9135
9607,-0.9205
9608,-0.9272
9609,-0.9336
9610,-0.9397
9611,-0.9455
9612,-0.9511
9613,-0.9563
9614,-0.9613
9615,-0.9659
9616,-0.9703
9617,-0.9744
9618,-0.9781
9619,-0.9816
9620,-0.9848
9621,-0.9877
9622,-0.9903
9623,-0.9925
9624,-0.9945
9625,-0.9962
9626,-0.9976
9627,-0.9986
9628,-0.9994
9629,-0.9998
9630,-1.0
9631,-0.9998
9632,-0.9994
9633,-0.9986
9634,-0.9976
9635,-0.9962
9636,-0.9945
9637,-0.9925
9638,-0.9903
9639,-0.9877
9640,-0.9848
9641,-0.9816
9642,-0.9781
9643,-0.9744
9644,-0.9703
9645,-0.9659
9646,-0.9613
9647,-0.9563
9648,-0.9511
9649,-0.9455
9650,-0.9397
9651,-0.9336
9652,-0.9272
9653,-0.9205
9654,-0.9135
9655,-0.9063
9656,-0.8988
9657,-0.891
9658,-0.8829
9659,-0.8746
9660,-0.866
9661,-0.8572
9662,-0.848
9663,-0.8387
9664,-0.829
9665,-0.8192
9666,-0.809
9667,-0.7986
9668,-0.788
9669,-0.7771
9670,-0.766
9671,-0.7547
9672,-0.7431
9673,-0.7314
9674,-0.7193
9675,-0.7071
9676,-0.6947
9677,-0.682
9678,-0.6691
9679,-0.6561
9680,-0.6428
9681,-0.6293
9682,-0.6157
9683,-0.6018
9684,-0.5878
9685,-0.5736
9686,-0.5592
9687,-0.5446
9688,-0.5299
9689,-0.515
9690,-0.5
9691,-0.4848
9692,-0.4695
9693,-0.454
9694,-0.4384
9695,-0.4226
9696,-0.4067
9697,-0.3907
9698,-0.3746
9699,-0.3584
9700,-0.342
9701,-0.3256
9702,-0.309
9703,-0.2924
9704,-0.2756
9705,-0.2588
9706,-0.2419
9707,-0.225
9708,-0.2079
9709,-0.1908
9710,-0.1736
9711,-0.1564
9712,-0.1392
9713,-0.1219
9714,-0.1045
9715,-0.0872
9716,-0.0698
9717,-0.0523
9718,-0.0349
9719,-0.0175
9720,-0.0
9721,0.0175
9722,0.0349
9723,0.0523
9724,0.0698
9725,0.0872
9726,0.1045
9727,0.1219
9728,0.1392
9729,0.1564
9730,0.1736
9731,0.1908
9732,0.2079
9733,0.225
9734,0.2419
9735,0.2588
9736,0.2756
9737,0.2924
9738,0.309
9739,0.3256
9740,0.342
9741,0.3584
9742,0.3746
9743,0.3907
9744,0.4067
9745,0.4226
9746,0.4384
9747,0.454
9748,0.4695
9749,0.4848
9750,0.5
9751,0.515
9752,0.5299
9753,0.5446
9754,0.5592
9755,0.5736
9756,0.5878
9757,0.6018
9758,0.6157
9759,0.6293
9760,0.6428
9761,0.6561
9762,0.6691
9763,0.682
9764,0.6947
9765,0.7071
9766,0.7193
9767,0.7314
9768,0.7431
9769,0.7547
9770,0.766
9771,0.7771
9772,0.788
9773,0.7986
9774,0.809
9775,0.8192
9776,0.829
9777,0.8387
9778,0.848
9779,0.8572
9780,0.866
9781,0.8746
9782,0.8829
9783,0.891
9784,0.8988
9785,0.9063
9786,0.9135
9787,0.9205
9788,0.9272
9789,0.9336
9790,0.9397
9791,0.9455
9792,0.9511
9793,0.9563
9794,0.9613
9795,0.9659
9796,0.9703
9797,0.9744
9798,0.9781
9799,0.9816
9800,0.9848
9801,0.9877
9802,0.9903
9803,0.9925
9804,0.9945
9805,0.9962
9806,0.9976
9807,0.9986
9808,0.9994
9809,0.9998
9810,1.0
9811,0.9998
9812,0.9994
9813,0.9986
9814,0.9976
9815,0.9962
9816,0.9945
9817,0.9925
9818,0.9903
9819,0.9877
9820,0.9848
9821,0.9816
9822,0.9781
9823,0.9744
9824,0.9703
9825,0.9659
9826,0.9613
9827,0.9563
9828,0.9511
9829,0.9455
9830,0.9397
9831,0.9336
9832,0.9272
9833,0.9205
9834,0.9135
9835,0.9063
9836,0.8988
9837,0.891
9838,0.8829
9839,0.8746
9840,0.866
9841,0.8572
9842,0.848
9843,0.8387
9844,0.829
9845,0.8192
9846,0.809
9847,0.7986
9848,0.788
9849,0.7771
9850,0.766
9851,0.7547
9852,0.7431
9853,0.7314
9854,0.7193
9855,0.7071
9856,0.6947
9857,0.682
9858,0.6691
9859,0.6561
9860,0.6428
9861,0.6293
9862,0.6157
9863,0.6018
9864,0.5878
9865,0.5736
9866,0.5592
9867,0.5446
9868,0.5299
9869,0.515
9870,0.5
9871,0.4848
9872,0.4695
9873,0.454
9874,0.4384
9875,0.4226
9876,0.4067
9877,0.3907
9878,0.3746
9879,0.3584
9880,0.342
9881,0.3256
9882,0.309
9883,0.2924
9884,0.2756
9885,0.2588
9886,0.2419
9887,0.225
9888,0.2079
9889,0.1908
9890,0.1736
9891,0.1564
9892,0.1392
9893,0.1219
9894,0.1045
9895,0.0872
9896,0.0698
9897,0.0523
9898,0.0349
9899,0.0175
9900,-0.0
9901,-0.0175
9902,-0.0349
9903,-0.0523
9904,-0.0698
9905,-0.0872
9906,-0.1045
9907,-0.1219
9908,-0.1392
9909,-0.1564
9910,-0.1736
9911,-0.1908
9912,-0.2079
9913,-0.225
9914,-0.2419
9915,-0.2588
9916,-0.2756
9917,-0.2924
9918,-0.309
9919,-0.3256
9920,-0.342
9921,-0.3584
9922,-0.3746
9923,-0.3907
9924,-0.4067
9925,-0.4226
9926,-0.4384
9927,-0.454
9928,-0.4695
9929,-0.4848
9930,-0.5
9931,-0.515
9932,-0.5299
9933,-0.5446
9934,-0.5592
9935,-0.5736
9936,-0.5878
9937,-0.6018
9938,-0.6157
9939,-0.6293
9940,-0.6428
9941,-0.6561
9942,-0.6691
9943,-0.682
9944,-0.6947
9945,-0.7071
9946,-0.7193
9947,-0.7314
9948,-0.7431
9949,-0.7547
9950,-0.766
9951,-0.7771
9952,-0.788
9953,-0.7986
9954,-0.809
9955,-0.8192
9956,-0.829
9957,-0.8387
9958,-0.848
9959,-0.8572
9960,-0.866
9961,-0.8746
9962,-0.8829
9963,-0.891
9964,-0.8988
9965,-0.9063
9966,-0.9135
9967,-0.9205
9968,-0.9272
9969,-0.9336
9970,-0.9397
9971,-0.9455
9972,-0.9511
9973,-0.9563
9974,-0.9613
9975,-0.9659
9976,-0.9703
9977,-0.9744
9978,-0.9781
9979,-0.9816
9980,-0.9848
9981,-0.9877
9982,-0.9903
9983,-0.9925
9984,-0.9945
9985,-0.9962
9986,-0.9976
9987,-0.9986
9988,-0.9994
9989,-0.9998
9990,-1.0
9991,-0.9998
9992,-0.9994
9993,-0.9986
9994,-0.9976
9995,-0.9962
9996,-0.9945
9997,-0.9925
9998,-0.9903
9999,-0.9877
10001,-0.9816
10002,-0.9781
10003,-0.9744
10004,-0.9703
10005,-0.9659
10006,-0.9613
10007,-0.9563
10008,-0.9511
10009,-0.9455
10010,-0.9397
10011,-0.9336
10012,-0.9272
10013,-0.9205
10014,-0.9135
10015,-0.9063
10016,-0.8988
10017,-0.891
10018,-0.8829
10019,-0.8746
10020,-0.866
10021,-0.8572
10022,-0.848
10023,-0.8387
10024,-0.829
10025,-0.8192
10026,-0.809
10027,-0.7986
10028,-0.788
10029,-0.7771
10030,-0.766
10031,-0.7547
10032,-0.7431
10033,-0.7314
10034,-0.7193
10035,-0.7071
10036,-0.6947
10037,-0.682
10038,-0.6691
10039,-0.6561
10040,-0.6428
10041,-0.6293
10042,-0.6157
10043,-0.6018
10044,-0.5878
10045,-0.5736
10046,-0.5592
10047,-0.5446
10048,-0.5299
10049,-0.515
10050,-0.5
10051,-0.4848
10052,-0.4695
10053,-0.454
10054,-0.4384
10055,-0.4226
10056,-0.4067
10057,-0.3907
10058,-0.3746
10059,-0.3584
10060,-0.342
10061,-0.3256
10062,-0.309
10063,-0.2924
10064,-0.2756
10065,-0.2588
10066,-0.2419
10067,-0.225
10068,-0.2079
10069,-0.1908
10070,-0.1736
10071,-0.1564
10072,-0.1392
10073,-0.1219
10074,-0.1045
10075,-0.0872
10076,-0.0698
10077,-0.0523
10078,-0.0349
10079,-0.0175
10080,-0.0
10081,0.0175
10082,0.0349
10083,0.0523
10084,0.0698
10085,0.0872
10086,0.1045
10087,0.1219
10088,0.1392
10089,0.1564
10090,0.1736
10091,0.1908
10092,0.2079
10093,0.225
10094,0.2419
10095,0.2588
10096,0.2756
10097,0.2924
10098,0.309
10099,0.3256
10100,0.342
10101,0.3584
10102,0.3746
10103,0.3907
10104,0.4067
10105,0.4226
10106,0.4384
10107,0.454
10108,0.4695
10109,0.4848
10110,0.5
10111,0.515
10112,0.5299
10113,0.5446
10114,0.5592
10115,0.5736
10116,0.5878
10117,0.6018
10118,0.6157
10119,0.6293
10120,0.6428
10121,0.6561
10122,0.6691
10123,0.682
10124,0.6947
10125,0.7071
10126,0.7193
10127,0.7314
10128,0.7431
10129,0.7547
10130,0.766
10131,0.7771
10132,0.788
10133,0.7986
10134,0.809
10135,0.8192
10136,0.829
10137,0.8387
10138,0.848
10139,0.8572
10140,0.866
10141,0.8746
10142,0.8829
10143,0.891
10144,0.8988
10145,0.9063
10146,0.9135
10147,0.9205
10148,0.9272
10149,0.9336
10150,0.9397
10151,0.9455
10152,0.9511
10153,0.9563
10154,0.9613
10155,0.9659
10156,0.9703
10157,0.9744
10158,0.9781
10159,0.9816
10160,0.9848
10161,0.9877
10162,0.9903
10163,0.9925
10164,0.9945
10165,0.9962
10166,0.9976
10167,0.9986
10168,0.9994
10169,0.9998
10170,1.0
10171,0.9998
10172,0.9994
10173,0.9986
10174,0.9976
10175,0.9962
10176,0.9945
10177,0.9925
10178,0.9903
10179,0.9877
10180,0.9848
10181,0.9816
10182,0.9781
10183,0.9744
10184,0.9703
10185,0.9659
10186,0.9613
10187,0.9563
10188,0.9511
10189,0.9455
10190,0.9397
10191,0.9336
10192,0.9272
10193,0.9205
10194,0.9135
10195,0.9063
10196,0.8988
10197,0.891
10198,0.8829
10199,0.8746
10200,0.866
10201,0.8572
10202,0.848
10203,0.8387
10204,0.829
10205,0.8192
10206,0.809
10207,0.7986
10208,0.788
10209,0.7771
10210,0.766
10211,0.7547
10212,0.7431
10213,0.7314
10214,0.7193
10215,0.7071
10216,0.6947
10217,0.682
10218,0.6691
10219,0.6561
10220,0.6428
10221,0.6293
10222,0.6157
10223,0.6018
10224,0.5878
10225,0.5736
10226,0.5592
10227,0.5446
10228,0.5299
10229,0.515
10230,0.5
10231,0.4848
10232,0.4695
10233,0.454
10234,0.4384
10235,0.4226
10236,0.4067
10237,0.3907
10238,0.3746
10239,0.3584
10240,0.342
10241,0.3256
10242,0.309
10243,0.2924
10244,0.2756
10245,0.2588
10246,0.2419
10247,0.225
10248,0.2079
10249,0.1908
10250,0.1736
10251,0.1564
10252,0.1392
10253,0.1219
10254,0.1045
10255,0.0872
10256,0.0698
10257,0.0523
10258,0.0349
10259,0.0175
10260,-0.0
10261,-0.0175
10262,-0.0349
10263,-0.0523
10264,-0.0698
10265,-0.0872
10266,-0.1045
10267,-0.1219
10268,-0.1392
10269,-0.1564
10270,-0.1736
10271,-0.1908
10272,-0.2079
10273,-0.225
10274,-0.2419
10275,-0.2588
10276,-0.2756
10277,-0.2924
10278,-0.309
10279,-0.3256
10280,-0.342
10281,-0.3584
10282,-0.3746
10283,-0.3907
10284,-0.4067
10285,-0.4226
10286,-0.4384
10287,-0.454
10288,-0.4695
10289,-0.4848
10290,-0.5
10291,-0.515
10292,-0.5299
10293,-0.5446
10294,-0.5592
10295,-0.5736
10296,-0.5878
10297,-0.6018
10298,-0.6157
10299,-0.6293
10300,-0.6428
10301,-0.6561
10302,-0.6691
10303,-0.682
10304,-0.6947
10305,-0.7071
10306,-0.7193
10307,-0.7314
10308,-0.7431
10309,-0.7547
10310,-0.766
10311,-0.7771
10312,-0.788
10313,-0.7986
10314,-0.809
10315,-0.8192
10316,-0.829
10317,-0.8387
10318,-0.848
10319,-0.8572
10320,-0.866
10321,-0.8746
10322,-0.8829
10323,-0.891
10324,-0.8988
10325,-0.9063
10326,-0.9135
10327,-0.9205
10328,-0.9272
10329,-0.9336
10330,-0.9397
10331,-0.9455
10332,-0.9511
10333,-0.9563
10334,-0.9613
10335,-0.9659
10336,-0.9703
10337,-0.9744
10338,-0.9781
10339,-0.9816
10340,-0.9848
10341,-0.9877
10342,-0.9903
10343,-0.9925
10344,-0.9945
10345,-0.9962
10346,-0.9976
10347,-0.9986
10348,-0.9994
10349,-0.9998
10350,-1.0
10351,-0.9998
10352,-0.9994
10353,-0.9986
10354,-0.9976
10355,-0.9962
10356,-0.9945
10357,-0.9925
10358,-0.9903
10359,-0.9877
10360,-0.9848
10361,-0.9816
10362,-0.9781
10363,-0.9744
10364,-0.9703
10365,-0.9659
10366,-0.9613
10367,-0.9563
10368,-0.9511
10369,-0.9455
10370,-0.9397
10371,-0.9336
10372,-0.9272
10373,-0.9205
10374,-0.9135
10375,-0.9063
10376,-0.8988
10377,-0.891
10378,-0.8829
10379,-0.8746
10380,-0.866
10381,-0.8572
10382,-0.848
10383,-0.8387
10384,-0.829
10385,-0.8192
10386,-0.809
10387,-0.7986
10388,-0.788
10389,-0.7771
10390,-0.766
10391,-0.7547
10392,-0.7431
10393,-0.7314
10394,-0.7193
10395,-0.7071
10396,-0.6947
10397,-0.682
10398,-0.6691
10399,-0.6561
10400,-0.6428
10401,-0.6293
10402,-0.6157
10403,-0.6018
10404,-0.5878
10405,-0.5736
10406,-0.5592
10407,-0.5446
10408,-0.5299
10409,-0.515
10410,-0.5
10411,-0.4848
10412,-0.4695
10413,-0.454
10414,-0.4384
10415,-0.4226
10416,-0.4067
10417,-0.3907
10418,-0.3746
10419,-0.3584
10420,-0.342
10421,-0.3256
10422,-0.309
10423,-0.2924
10424,-0.2756
10425,-0.2588
10426,-0.2419
10427,-0.225
10428,-0.2079
10429,-0.1908
10430,-0.1736
10431,-0.1564
10432,-0.1392
10433,-0.1219
10434,-0.1045
10435,-0.0872
10436,-0.0698
10437,-0.0523
10438,-0.0349
10439,-0.0175
10440,0.0
10441,0.0175
10442,0.0349
10443,0.0523
10444,0.0698
10445,0.0872
10446,0.1045
10447,0.1219
10448,0.1392
10449,0.1564
10450,0.1736
10451,0.1908
10452,0.2079
10453,0.225
10454,0.2419
10455,0.2588
10456,0.2756
10457,0.2924
10458,0.309
10459,0.3256
10460,0.342
10461,0.3584
10462,0.3746
10463,0.3907
10464,0.4067
10465,0.4226
10466,0.4384
10467,0.454
10468,0.4695
10469,0.4848
10470,0.5
10471,0.515
10472,0.5299
10473,0.5446
10474,0.5592
10475,0.5736
10476,0.5878
10477,0.6018
10478,0.6157
10479,0.6293
10480,0.6428
10481,0.6561
10482,0.6691
10483,0.682
10484,0.6947
10485,0.7071
10486,0.7193
10487,0.7314
10488,0.7431
10489,0.7547
10490,0.766
10491,0.7771
10492,0.788
10493,0.7986
10494,0.809
10495,0.8192
10496,0.829
10497,0.8387
10498,0.848
10499,0.8572
10500,0.866
10501,0.8746
10502,0.8829
10503,0.891
10504,0.8988
10505,0.9063
10506,0.9135
10507,0.9205
10508,0.9272
10509,0.9336
10510,0.9397
10511,0.9455
10512,0.9511
10513,0.9563
10514,0.9613
10515,0.9659
10516,0.9703
10517,0.9744
10518,0.9781
10519,0.9816
10520,0.9848
10521,0.9877
10522,0.9903
10523,0.9925
10524,0.9945
10525,0.9962
10526,0.9976
10527,0.9986
10528,0.9994
10529,0.9998
10530,1.0
10531,0.9998
10532,0.9994
10533,0.9986
10534,0.9976
10535,0.9962
10536,0.9945
10537,0.9925
10538,0.9903
10539,0.9877
10540,0.9848
10541,0.9816
10542,0.9781
10543,0.9744
10544,0.9703
10545,0.9659
10546,0.9613
10547,0.9563
10548,0.9511
10549,0.9455
10550,0.9397
10551,0.9336
10552,0.9272
10553,0.9205
10554,0.9135
10555,0.9063
10556,0.8988
10557,0.891
10558,0.8829
10559,0.8746
10560,0.866
10561,0.8572
10562,0.848
10563,0.8387
10564,0.829
10565,0.8192
10566,0.809
10567,0.7986
10568,0.788
10569,0.7771
10570,0.766
10571,0.7547
10572,0.7431
10573,0.7314
10574,0.7193
10575,0.7071
10576,0.6947
10577,0.682
10578,0.6691
10579,0.6561
10580,0.6428
10581,0.6293
10582,0.6157
10583,0.6018
10584,0.5878
10585,0.5736
10586,0.5592
10587,0.5446
10588,0.5299
10589,0.515
10590,0.5
10591,0.4848
10592,0.4695
10593,0.454
10594,0.4384
10595,0.4226
10596,0.4067
10597,0.3907
10598,0.3746
10599,0.3584
10600,0.342
10601,0.3256
10602,0.309
10603,0.2924
10604,0.2756
10605,0.2588
10606,0.2419
10607,0.225
10608,0.2079
10609,0.1908
10610,0.1736
10611,0.1564
10612,0.1392
10613,0.1219
10614,0.1045
10615,0.0872
10616,0.0698
10617,0.0523
10618,0.0349
10619,0.0175
10620,0.0
10621,-0.0175
10622,-0.0349
10623,-0.0523
10624,-0.0698
10625,-0.0872
10626,-0.1045
10627,-0.1219
10628,-0.1392
10629,-0.1564
10630,-0.1736
10631,-0.1908
10632,-0.2079
10633,-0.225
10634,-0.2419
10635,-0.2588
10636,-0.2756
10637,-0.2924
10638,-0.309
10639,-0.3256
10640,-0.342
10641,-0.3584
10642,-0.3746
10643,-0.3907
10644,-0.4067
10645,-0.4226
10646,-0.4384
10647,-0.454
10648,-0.4695
10649,-0.4848
10650,-0.5
10651,-0.515
10652,-0.5299
10653,-0.5446
10654,-0.5592
10655,-0.5736
10656,-0.5878
10657,-0.6018
10658,-0.6157
10659,-0.6293
10660,-0.6428
10661,-0.6561
10662,-0.6691
10663,-0.682
10664,-0.6947
10665,-0.7071
10666,-0.7193
10667,-0.7314
10668,-0.7431
10669,-0.7547
10670,-0.766
10671,-0.7771
10672,-0.788
10673,-0.7986
10674,-0.809
10675,-0.8192
10676,-0.829
10677,-0.8387
10678,-0.848
10679,-0.8572
10680,-0.866
10681,-0.8746
10682,-0.8829
10683,-0.891
10684,-0.8988
10685,-0.9063
10686,-0.9135
10687,-0.9205
10688,-0.9272
10689,-0.9336
10690,-0.9397
10691,-0.9455
10692,-0.9511
10693,-0.9563
10694,-0.9613
10695,-0.9659
10696,-0.9703
10697,-0.9744
10698,-0.9781
10699,-0.9816
10700,-0.9848
10701,-0.9877
10702,-0.9903
10703,-0.9925
10704,-0.9945
10705,-0.9962
10706,-0.9976
10707,-0.9986
10708,-0.9994
10709,-0.9998
10710,-1.0
10711,-0.9998
10712,-0.9994
10713,-0.9986
10714,-0.9976
10715,-0.9962
10716,-0.9945
10717,-0.9925
10718,-0.9903
10719,-0.9877
10720,-0.9848
10721,-0.9816
10722,-0.9781
10723,-0.9744
10724,-0.9703
10725,-0.9659
10726,-0.9613
10727,-0.9563
10728,-0.9511
10729,-0.9455
10730,-0.9397
10731,-0.9336
10732,-0.9272
10733,-0.9205
10734,-0.9135
10735,-0.9063
10736,-0.8988
10737,-0.891
10738,-0.8829
10739,-0.8746
10740,-0.866
10741,-0.8572
10742,-0.848
10743,-0.8387
10744,-0.829
10745,-0.8192
10746,-0.809
10747,-0.7986
10748,-0.788
10749,-0.7771
10750,-0.766
10751,-0.7547
10752,-0.7431
10753,-0.7314
10754,-0.7193
10755,-0.7071
10756,-0.6947
10757,-0.682
10758,-0.6691
10759,-0.6561
10760,-0.6428
10761,-0.6293
10762,-0.6157
10763,-0.6018
10764,-0.5878
10765,-0.5736
10766,-0.5592
10767,-0.5446
10768,-0.5299
10769,-0.515
10770,-0.5
10771,-0.4848
10772,-0.4695
10773,-0.454
10774,-0.4384
10775,-0.4226
10776,-0.4067
10777,-0.3907
10778,-0.3746
10779,-0.3584
10780,-0.342
10781,-0.3256
10782,-0.309
10783,-0.2924
10784,-0.2756
10785,-0.2588
10786,-0.2419
10787,-0.225
10788,-0.2079
10789,-0.1908
10790,-0.1736
10791,-0.1564
10792,-0.1392
10793,-0.1219
10794,-0.1045
