degrees,values
63025,0.4226
63026,0.4384
63027,0.454
63028,0.4695
63029,0.4848
63030,0.5
63031,0.515
63032,0.5299
63033,0.5446
63034,0.5592
63035,0.5736
63036,0.5878
63037,0.6018
63038,0.6157
63039,0.6293
63040,0.6428
63041,0.6561
63042,0.6691
63043,0.682
63044,0.6947
63045,0.7071
63046,0.7193
63047,0.7314
63048,0.7431
63049,0.7547
63050,0.766
63051,0.7771
63052,0.788
63053,0.7986
63054,0.809
63055,0.8192
63056,0.829
63057,0.8387
63058,0.848
63059,0.8572
63060,0.866
63061,0.8746
63062,0.8829
63063,0.891
63064,0.8988
63065,0.9063
63066,0.9135
63067,0.9205
63068,0.9272
63069,0.9336
63070,0.9397
63071,0.9455
63072,0.9511
63073,0.9563
63074,0.9613
63075,0.9659
63076,0.9703
63077,0.9744
63078,0.9781
63079,0.9816
63080,0.9848
63081,0.9877
63082,0.9903
63083,0.9925
63084,0.9945
63085,0.9962
63086,0.9976
63087,0.9986
63088,0.9994
63089,0.9998
63090,1.0
63091,0.9998
63092,0.9994
63093,0.9986
63094,0.9976
63095,0.9962
63096,0.9945
63097,0.9925
63098,0.9903
63099,0.9877
63100,0.9848
63101,0.9816
63102,0.9781
63103,0.9744
63104,0.9703
63105,0.9659
63106,0.9613
63107,0.9563
63108,0.9511
63109,0.9455
63110,0.9397
63111,0.9336
63112,0.9272
63113,0.9205
63114,0.9135
63115,0.9063
63116,0.8988
63117,0.891
63118,0.8829
63119,0.8746
63120,0.866
63121,0.8572
63122,0.848
63123,0.8387
63124,0.829
63125,0.8192
63126,0.809
63127,0.7986
63128,0.788
63129,0.7771
63130,0.766
63131,0.7547
63132,0.7431
63133,0.7314
63134,0.7193
63135,0.7071
63136,0.6947
63137,0.682
63138,0.6691
63139,0.6561
63140,0.6428
63141,0.6293
63142,0.6157
63143,0.6018
63144,0.5878
63145,0.5736
63146,0.5592
63147,0.5446
63148,0.5299
63149,0.515
63150,0.5
63151,0.4848
63152,0.4695
63153,0.454
63154,0.4384
63155,0.4226
63156,0.4067
63157,0.3907
63158,0.3746
63159,0.3584
63160,0.342
63161,0.3256
63162,0.309
63163,0.2924
63164,0.2756
63165,0.2588
63166,0.2419
63167,0.225
63168,0.2079
63169,0.1908
63170,0.1736
63171,0.1564
63172,0.1392
63173,0.1219
63174,0.1045
63175,0.0872
63176,0.0698
63177,0.0523
63178,0.0349
63179,0.0175
63180,0.0
63181,-0.0175
63182,-0.0349
63183,-0.0523
63184,-0.0698
63185,-0.0872
63186,-0.1045
63187,-0.1219
63188,-0.1392
63189,-0.1564
63190,-0.1736
63191,-0.1908
63192,-0.2079
63193,-0.225
63194,-0.2419
63195,-0.2588
63196,-0.2756
63197,-0.2924
63198,-0.309
63199,-0.3256
63200,-0.342
63201,-0.3584
63202,-0.3746
63203,-0.3907
63204,-0.4067
63205,-0.4226
63206,-0.4384
63207,-0.454
63208,-0.4695
63209,-0.4848
63210,-0.5
63211,-0.515
63212,-0.5299
63213,-0.5446
63214,-0.5592
63215,-0.5736
63216,-0.5878
63217,-0.6018
63218,-0.6157
63219,-0.6293
63220,-0.6428
63221,-0.6561
63222,-0.6691
63223,-0.682
63224,-0.6947
63225,-0.7071
63226,-0.7193
63227,-0.7314
63228,-0.7431
63229,-0.7547
63230,-0.766
63231,-0.7771
63232,-0.788
63233,-0.7986
63234,-0.809
63235,-0.8192
63236,-0.829
63237,-0.8387
63238,-0.848
63239,-0.8572
63240,-0.866
63241,-0.8746
63242,-0.8829
63243,-0.891
63244,-0.8988
63245,-0.9063
63246,-0.9135
63247,-0.9205
63248,-0.9272
63249,-0.9336
63250,-0.9397
63251,-0.9455
63252,-0.9511
63253,-0.9563
63254,-0.9613
63255,-0.9659
63256,-0.9703
63257,-0.9744
63258,-0.9781
63259,-0.9816
63260,-0.9848
63261,-0.9877
63262,-0.9903
63263,-0.9925
63264,-0.9945
63265,-0.9962
63266,-0.9976
63267,-0.9986
63268,-0.9994
63269,-0.9998
63270,-1.0
63271,-0.9998
63272,-0.9994
63273,-0.9986
63274,-0.9976
63275,-0.9962
63276,-0.9945
63277,-0.9925
63278,-0.9903
63279,-0.9877
63280,-0.9848
63281,-0.9816
63282,-0.9781
63283,-0.9744
63284,-0.9703
63285,-0.9659
63286,-0.9613
63287,-0.9563
63288,-0.9511
63289,-0.9455
63290,-0.9397
63291,-0.9336
63292,-0.9272
63293,-0.9205
63294,-0.9135
63295,-0.9063
63296,-0.8988
63297,-0.891
63298,-0.8829
63299,-0.8746
63300,-0.866
63301,-0.8572
63302,-0.848
63303,-0.8387
63304,-0.829
63305,-0.8192
63306,-0.809
63307,-0.7986
63308,-0.788
63309,-0.7771
63310,-0.766
63311,-0.7547
63312,-0.7431
63313,-0.7314
63314,-0.7193
63315,-0.7071
63316,-0.6947
63317,-0.682
63318,-0.6691
63319,-0.6561
63320,-0.6428
63321,-0.6293
63322,-0.6157
63323,-0.6018
63324,-0.5878
63325,-0.5736
63326,-0.5592
63327,-0.5446
63328,-0.5299
63329,-0.515
63330,-0.5
63331,-0.4848
63332,-0.4695
63333,-0.454
63334,-0.4384
63335,-0.4226
63336,-0.4067
63337,-0.3907
63338,-0.3746
63339,-0.3584
63340,-0.342
63341,-0.3256
63342,-0.309
63343,-0.2924
63344,-0.2756
63345,-0.2588
63346,-0.2419
63347,-0.225
63348,-0.2079
63349,-0.1908
63350,-0.1736
63351,-0.1564
63352,-0.1392
63353,-0.1219
63354,-0.1045
63355,-0.0872
63356,-0.0698
63357,-0.0523
63358,-0.0349
63359,-0.0175
63360,0.0
63361,0.0175
63362,0.0349
63363,0.0523
63364,0.0698
63365,0.0872
63366,0.1045
63367,0.1219
63368,0.1392
63369,0.1564
63370,0.1736
63371,0.1908
63372,0.2079
63373,0.225
63374,0.2419
63375,0.2588
63376,0.2756
63377,0.2924
63378,0.309
63379,0.3256
63380,0.342
63381,0.3584
63382,0.3746
63383,0.3907
63384,0.4067
63385,0.4226
63386,0.4384
63387,0.454
63388,0.4695
63389,0.4848
63390,0.5
63391,0.515
63392,0.5299
63393,0.5446
63394,0.5592
63395,0.5736
63396,0.5878
63397,0.6018
63398,0.6157
63399,0.6293
63400,0.6428
63401,0.6561
63402,0.6691
63403,0.682
63404,0.6947
63405,0.7071
63406,0.7193
63407,0.7314
63408,0.7431
63409,0.7547
63410,0.766
63411,0.7771
63412,0.788
63413,0.7986
63414,0.809
63415,0.8192
63416,0.829
63417,0.8387
63418,0.848
63419,0.8572
63420,0.866
63421,0.8746
63422,0.8829
63423,0.891
63424,0.8988
63425,0.9063
63426,0.9135
63427,0.9205
63428,0.9272
63429,0.9336
63430,0.9397
63431,0.9455
63432,0.9511
63433,0.9563
63434,0.9613
63435,0.9659
63436,0.9703
63437,0.9744
63438,0.9781
63439,0.9816
63440,0.9848
63441,0.9877
63442,0.9903
63443,0.9925
63444,0.9945
63445,0.9962
63446,0.9976
63447,0.9986
63448,0.9994
63449,0.9998
63450,1.0
63451,0.9998
63452,0.9994
63453,0.9986
63454,0.9976
63455,0.9962
63456,0.9945
63457,0.9925
63458,0.9903
63459,0.9877
63460,0.9848
63461,0.9816
63462,0.9781
63463,0.9744
63464,0.9703
63465,0.9659
63466,0.9613
63467,0.9563
63468,0.9511
63469,0.9455
63470,0.9397
63471,0.9336
63472,0.9272
63473,0.9205
63474,0.9135
63475,0.9063
63476,0.8988
63477,0.891
63478,0.8829
63479,0.8746
63480,0.866
63481,0.8572
63482,0.848
63483,0.8387
63484,0.829
63485,0.8192
63486,0.809
63487,0.7986
63488,0.788
63489,0.7771
63490,0.766
63491,0.7547
63492,0.7431
63493,0.7314
63494,0.7193
63495,0.7071
63496,0.6947
63497,0.682
63498,0.6691
63499,0.6561
63500,0.6428
63501,0.6293
63502,0.6157
63503,0.6018
63504,0.5878
63505,0.5736
63506,0.5592
63507,0.5446
63508,0.5299
63509,0.515
63510,0.5
63511,0.4848
63512,0.4695
63513,0.454
63514,0.4384
63515,0.4226
63516,0.4067
63517,0.3907
63518,0.3746
63519,0.3584
63520,0.342
63521,0.3256
63522,0.309
63523,0.2924
63524,0.2756
63525,0.2588
63526,0.2419
63527,0.225
63528,0.2079
63529,0.1908
63530,0.1736
63531,0.1564
63532,0.1392
63533,0.1219
63534,0.1045
63535,0.0872
63536,0.0698
63537,0.0523
63538,0.0349
63539,0.0175
63540,0.0
63541,-0.0175
63542,-0.0349
63543,-0.0523
63544,-0.0698
63545,-0.0872
63546,-0.1045
63547,-0.1219
63548,-0.1392
63549,-0.1564
63550,-0.1736
63551,-0.1908
63552,-0.2079
63553,-0.225
63554,-0.2419
63555,-0.2588
63556,-0.2756
63557,-0.2924
63558,-0.309
63559,-0.3256
63560,-0.342
63561,-0.3584
63562,-0.3746
63563,-0.3907
63564,-0.4067
63565,-0.4226
63566,-0.4384
63567,-0.454
63568,-0.4695
63569,-0.4848
63570,-0.5
63571,-0.515
63572,-0.5299
63573,-0.5446
63574,-0.5592
63575,-0.5736
63576,-0.5878
63577,-0.6018
63578,-0.6157
63579,-0.6293
63580,-0.6428
63581,-0.6561
63582,-0.6691
63583,-0.682
63584,-0.6947
63585,-0.7071
63586,-0.7193
63587,-0.7314
63588,-0.7431
63589,-0.7547
63590,-0.766
63591,-0.7771
63592,-0.788
63593,-0.7986
63594,-0.809
63595,-0.8192
63596,-0.829
63597,-0.8387
63598,-0.848
63599,-0.8572
63600,-0.866
63601,-0.8746
63602,-0.8829
63603,-0.891
63604,-0.8988
63605,-0.9063
63606,-0.9135
63607,-0.9205
63608,-0.9272
63609,-0.9336
63610,-0.9397
63611,-0.9455
63612,-0.9511
63613,-0.9563
63614,-0.9613
63615,-0.9659
63616,-0.9703
63617,-0.9744
63618,-0.9781
63619,-0.9816
63620,-0.9848
63621,-0.9877
63622,-0.9903
63623,-0.9925
63624,-0.9945
63625,-0.9962
63626,-0.9976
63627,-0.9986
63628,-0.9994
63629,-0.9998
63630,-1.0
63631,-0.9998
63632,-0.9994
63633,-0.9986
63634,-0.9976
63635,-0.9962
63636,-0.9945
63637,-0.9925
63638,-0.9903
63639,-0.9877
63640,-0.9848
63641,-0.9816
63642,-0.9781
63643,-0.9744
63644,-0.9703
63645,-0.9659
63646,-0.9613
63647,-0.9563
63648,-0.9511
63649,-0.9455
63650,-0.9397
63651,-0.9336
63652,-0.9272
63653,-0.9205
63654,-0.9135
63655,-0.9063
63656,-0.8988
63657,-0.891
63658,-0.8829
63659,-0.8746
63660,-0.866
63661,-0.8572
63662,-0.848
63663,-0.8387
63664,-0.829
63665,-0.8192
63666,-0.809
63667,-0.7986
63668,-0.788
63669,-0.7771
63670,-0.766
63671,-0.7547
63672,-0.7431
63673,-0.7314
63674,-0.7193
63675,-0.7071
63676,-0.6947
63677,-0.682
63678,-0.6691
63679,-0.6561
63680,-0.6428
63681,-0.6293
63682,-0.6157
63683,-0.6018
63684,-0.5878
63685,-0.5736
63686,-0.5592
63687,-0.5446
63688,-0.5299
63689,-0.515
63690,-0.5
63691,-0.4848
63692,-0.4695
63693,-0.454
63694,-0.4384
63695,-0.4226
63696,-0.4067
63697,-0.3907
63698,-0.3746
63699,-0.3584
63700,-0.342
63701,-0.3256
63702,-0.309
63703,-0.2924
63704,-0.2756
63705,-0.2588
63706,-0.2419
63707,-0.225
63708,-0.2079
63709,-0.1908
63710,-0.1736
63711,-0.1564
63712,-0.1392
63713,-0.1219
63714,-0.1045
63715,-0.0872
63716,-0.0698
63717,-0.0523
63718,-0.0349
63719,-0.0175
63720,0.0
63721,0.0175
63722,0.0349
63723,0.0523
63724,0.0698
63725,0.0872
63726,0.1045
63727,0.1219
63728,0.1392
63729,0.1564
63730,0.1736
63731,0.1908
63732,0.2079
63733,0.225
63734,0.2419
63735,0.2588
63736,0.2756
63737,0.2924
63738,0.309
63739,0.3256
63740,0.342
63741,0.3584
63742,0.3746
63743,0.3907
63744,0.4067
63745,0.4226
63746,0.4384
63747,0.454
63748,0.4695
63749,0.4848
63750,0.5
63751,0.515
63752,0.5299
63753,0.5446
63754,0.5592
63755,0.5736
63756,0.5878
63757,0.6018
63758,0.6157
63759,0.6293
63760,0.6428
63761,0.6561
63762,0.6691
63763,0.682
63764,0.6947
63765,0.7071
63766,0.7193
63767,0.7314
63768,0.7431
63769,0.7547
63770,0.766
63771,0.7771
63772,0.788
63773,0.7986
63774,0.809
63775,0.8192
63776,0.829
63777,0.8387
63778,0.848
63779,0.8572
63780,0.866
63781,0.8746
63782,0.8829
63783,0.891
63784,0.8988
63785,0.9063
63786,0.9135
63787,0.9205
63788,0.9272
63789,0.9336
63790,0.9397
63791,0.9455
63792,0.9511
63793,0.9563
63794,0.9613
63795,0.9659
63796,0.9703
63797,0.9744
63798,0.9781
63799,0.9816
63800,0.9848
63801,0.9877
63802,0.9903
63803,0.9925
63804,0.9945
63805,0.9962
63806,0.9976
63807,0.9986
63808,0.9994
63809,0.9998
63810,1.0
63811,0.9998
63812,0.9994
63813,0.9986
63814,0.9976
63815,0.9962
63816,0.9945
63817,0.9925
63818,0.9903
63819,0.9877
63820,0.9848
63821,0.9816
63822,0.9781
63823,0.9744
63824,0.9703
63825,0.9659
63826,0.9613
63827,0.9563
63828,0.9511
63829,0.9455
63830,0.9397
63831,0.9336
63832,0.9272
63833,0.9205
63834,0.9135
63835,0.9063
63836,0.8988
63837,0.891
63838,0.8829
63839,0.8746
63840,0.866
63841,0.8572
63842,0.848
63843,0.8387
63844,0.829
63845,0.8192
63846,0.809
63847,0.7986
63848,0.788
63849,0.7771
63850,0.766
63851,0.7547
63852,0.7431
63853,0.7314
63854,0.7193
63855,0.7071
63856,0.6947
63857,0.682
63858,0.6691
63859,0.6561
63860,0.6428
63861,0.6293
63862,0.6157
63863,0.6018
63864,0.5878
63865,0.5736
63866,0.5592
63867,0.5446
63868,0.5299
63869,0.515
63870,0.5
63871,0.4848
63872,0.4695
63873,0.454
63874,0.4384
63875,0.4226
63876,0.4067
63877,0.3907
63878,0.3746
63879,0.3584
63880,0.342
63881,0.3256
63882,0.309
63883,0.2924
63884,0.2756
63885,0.2588
63886,0.2419
63887,0.225
63888,0.2079
63889,0.1908
63890,0.1736
63891,0.1564
63892,0.1392
63893,0.1219
63894,0.1045
63895,0.0872
63896,0.0698
63897,0.0523
63898,0.0349
63899,0.0175
63900,0.0
63901,-0.0175
63902,-0.0349
63903,-0.0523
63904,-0.0698
63905,-0.0872
63906,-0.1045
63907,-0.1219
63908,-0.1392
63909,-0.1564
63910,-0.1736
63911,-0.1908
63912,-0.2079
63913,-0.225
63914,-0.2419
63915,-0.2588
63916,-0.2756
63917,-0.2924
63918,-0.309
63919,-0.3256
63920,-0.342
63921,-0.3584
63922,-0.3746
63923,-0.3907
63924,-0.4067
63925,-0.4226
63926,-0.4384
63927,-0.454
63928,-0.4695
63929,-0.4848
63930,-0.5
63931,-0.515
63932,-0.5299
63933,-0.5446
63934,-0.5592
63935,-0.5736
63936,-0.5878
63937,-0.6018
63938,-0.6157
63939,-0.6293
63940,-0.6428
63941,-0.6561
63942,-0.6691
63943,-0.682
63944,-0.6947
63945,-0.7071
63946,-0.7193
63947,-0.7314
63948,-0.7431
63949,-0.7547
63950,-0.766
63951,-0.7771
63952,-0.788
63953,-0.7986
63954,-0.809
63955,-0.8192
63956,-0.829
63957,-0.8387
63958,-0.848
63959,-0.8572
63960,-0.866
63961,-0.8746
63962,-0.8829
63963,-0.891
63964,-0.8988
63965,-0.9063
63966,-0.9135
63967,-0.9205
63968,-0.9272
63969,-0.9336
63970,-0.9397
63971,-0.9455
63972,-0.9511
63973,-0.9563
63974,-0.9613
63975,-0.9659
63976,-0.9703
63977,-0.9744
63978,-0.9781
63979,-0.9816
63980,-0.9848
63981,-0.9877
63982,-0.9903
63983,-0.9925
63984,-0.9945
63985,-0.9962
63986,-0.9976
63987,-0.9986
63988,-0.9994
63989,-0.9998
63990,-1.0
63991,-0.9998
63992,-0.9994
63993,-0.9986
63994,-0.9976
63995,-0.9962
63996,-0.9945
63997,-0.9925
63998,-0.9903
63999,-0.9877
64000,-0.9848
64001,-0.9816
64002,-0.9781
64003,-0.9744
64004,-0.9703
64005,-0.9659
64006,-0.9613
64007,-0.9563
64008,-0.9511
64009,-0.9455
64010,-0.9397
64011,-0.9336
64012,-0.9272
64013,-0.9205
64014,-0.9135
64015,-0.9063
64016,-0.8988
64017,-0.891
64018,-0.8829
64019,-0.8746
64020,-0.866
64021,-0.8572
64022,-0.848
64023,-0.8387
64024,-0.829
64025,-0.8192
64026,-0.809
64027,-0.7986
64028,-0.788
64029,-0.7771
64030,-0.766
64031,-0.7547
64032,-0.7431
64033,-0.7314
64034,-0.7193
64035,-0.7071
64036,-0.6947
64037,-0.682
64038,-0.6691
64039,-0.6561
64040,-0.6428
64041,-0.6293
64042,-0.6157
64043,-0.6018
64044,-0.5878
64045,-0.5736
64046,-0.5592
64047,-0.5446
64048,-0.5299
64049,-0.515
64050,-0.5
64051,-0.4848
64052,-0.4695
64053,-0.454
64054,-0.4384
64055,-0.4226
64056,-0.4067
64057,-0.3907
64058,-0.3746
64059,-0.3584
64060,-0.342
64061,-0.3256
64062,-0.309
64063,-0.2924
64064,-0.2756
64065,-0.2588
64066,-0.2419
64067,-0.225
64068,-0.2079
64069,-0.1908
64070,-0.1736
64071,-0.1564
64072,-0.1392
64073,-0.1219
64074,-0.1045
64075,-0.0872
64076,-0.0698
64077,-0.0523
64078,-0.0349
64079,-0.0175
64080,0.0
64081,0.0175
64082,0.0349
64083,0.0523
64084,0.0698
64085,0.0872
64086,0.1045
64087,0.1219
64088,0.1392
64089,0.1564
64090,0.1736
64091,0.1908
64092,0.2079
64093,0.225
64094,0.2419
64095,0.2588
64096,0.2756
64097,0.2924
64098,0.309
64099,0.3256
64100,0.342
64101,0.3584
64102,0.3746
64103,0.3907
64104,0.4067
64105,0.4226
64106,0.4384
64107,0.454
64108,0.4695
64109,0.4848
64110,0.5
64111,0.515
64112,0.5299
64113,0.5446
64114,0.5592
64115,0.5736
64116,0.5878
64117,0.6018
64118,0.6157
64119,0.6293
64120,0.6428
64121,0.6561
64122,0.6691
64123,0.682
64124,0.6947
64125,0.7071
64126,0.7193
64127,0.7314
64128,0.7431
64129,0.7547
64130,0.766
64131,0.7771
64132,0.788
64133,0.7986
64134,0.809
64135,0.8192
64136,0.829
64137,0.8387
64138,0.848
64139,0.8572
64140,0.866
64141,0.8746
64142,0.8829
64143,0.891
64144,0.8988
64145,0.9063
64146,0.9135
64147,0.9205
64148,0.9272
64149,0.9336
64150,0.9397
64151,0.9455
64152,0.9511
64153,0.9563
64154,0.9613
64155,0.9659
64156,0.9703
64157,0.9744
64158,0.9781
64159,0.9816
64160,0.9848
64161,0.9877
64162,0.9903
64163,0.9925
64164,0.9945
64165,0.9962
64166,0.9976
64167,0.9986
64168,0.9994
64169,0.9998
64170,1.0
64171,0.9998
64172,0.9994
64173,0.9986
64174,0.9976
64175,0.9962
64176,0.9945
64177,0.9925
64178,0.9903
64179,0.9877
64180,0.9848
64181,0.9816
64182,0.9781
64183,0.9744
64184,0.9703
64185,0.9659
64186,0.9613
64187,0.9563
64188,0.9511
64189,0.9455
64190,0.9397
64191,0.9336
64192,0.9272
64193,0.9205
64194,0.9135
64195,0.9063
64196,0.8988
64197,0.891
64198,0.8829
64199,0.8746
64200,0.866
64201,0.8572
64202,0.848
64203,0.8387
64204,0.829
64205,0.8192
64206,0.809
64207,0.7986
64208,0.788
64209,0.7771
64210,0.766
64211,0.7547
64212,0.7431
64213,0.7314
64214,0.7193
64215,0.7071
64216,0.6947
64217,0.682
64218,0.6691
64219,0.6561
64220,0.6428
64221,0.6293
64222,0.6157
64223,0.6018
64224,0.5878
64225,0.5736
64226,0.5592
64227,0.5446
64228,0.5299
64229,0.515
64230,0.5
64231,0.4848
64232,0.4695
64233,0.454
64234,0.4384
64235,0.4226
64236,0.4067
64237,0.3907
64238,0.3746
64239,0.3584
64240,0.342
64241,0.3256
64242,0.309
64243,0.2924
64244,0.2756
64245,0.2588
64246,0.2419
64247,0.225
64248,0.2079
64249,0.1908
64250,0.1736
64251,0.1564
64252,0.1392
64253,0.1219
64254,0.1045
64255,0.0872
64256,0.0698
64257,0.0523
64258,0.0349
64259,0.0175
64260,0.0
64261,-0.0175
64262,-0.0349
64263,-0.0523
64264,-0.0698
64265,-0.0872
64266,-0.1045
64267,-0.1219
64268,-0.1392
64269,-0.1564
64270,-0.1736
64271,-0.1908
64272,-0.2079
64273,-0.225
64274,-0.2419
64275,-0.2588
64276,-0.2756
64277,-0.2924
64278,-0.309
64279,-0.3256
64280,-0.342
64281,-0.3584
64282,-0.3746
64283,-0.3907
64284,-0.4067
64285,-0.4226
64286,-0.4384
64287,-0.454
64288,-0.4695
64289,-0.4848
64290,-0.5
64291,-0.515
64292,-0.5299
64293,-0.5446
64294,-0.5592
64295,-0.5736
64296,-0.5878
64297,-0.6018
64298,-0.6157
64299,-0.6293
64300,-0.6428
64301,-0.6561
64302,-0.6691
64303,-0.682
64304,-0.6947
64305,-0.7071
64306,-0.7193
64307,-0.7314
64308,-0.7431
64309,-0.7547
64310,-0.766
64311,-0.7771
64312,-0.788
64313,-0.7986
64314,-0.809
64315,-0.8192
64316,-0.829
64317,-0.8387
64318,-0.848
64319,-0.8572
64320,-0.866
64321,-0.8746
64322,-0.8829
64323,-0.891
64324,-0.8988
64325,-0.9063
64326,-0.9135
64327,-0.9205
64328,-0.9272
64329,-0.9336
64330,-0.9397
64331,-0.9455
64332,-0.9511
64333,-0.9563
64334,-0.9613
64335,-0.9659
64336,-0.9703
64337,-0.9744
64338,-0.9781
64339,-0.9816
64340,-0.9848
64341,-0.9877
64342,-0.9903
64343,-0.9925
64344,-0.9945
64345,-0.9962
64346,-0.9976
64347,-0.9986
64348,-0.9994
64349,-0.9998
64350,-1.0
64351,-0.9998
64352,-0.9994
64353,-0.9986
64354,-0.9976
64355,-0.9962
64356,-0.9945
64357,-0.9925
64358,-0.9903
64359,-0.9877
64360,-0.9848
64361,-0.9816
64362,-0.9781
64363,-0.9744
64364,-0.9703
64365,-0.9659
64366,-0.9613
64367,-0.9563
64368,-0.9511
64369,-0.9455
64370,-0.9397
64371,-0.9336
64372,-0.9272
64373,-0.9205
64374,-0.9135
64375,-0.9063
64376,-0.8988
64377,-0.891
64378,-0.8829
64379,-0.8746
64380,-0.866
64381,-0.8572
64382,-0.848
64383,-0.8387
64384,-0.829
64385,-0.8192
64386,-0.809
64387,-0.7986
64388,-0.788
64389,-0.7771
64390,-0.766
64391,-0.7547
64392,-0.7431
64393,-0.7314
64394,-0.7193
64395,-0.7071
64396,-0.6947
64397,-0.682
64398,-0.6691
64399,-0.6561
64400,-0.6428
64401,-0.6293
64402,-0.6157
64403,-0.6018
64404,-0.5878
64405,-0.5736
64406,-0.5592
64407,-0.5446
64408,-0.5299
64409,-0.515
64410,-0.5
64411,-0.4848
64412,-0.4695
64413,-0.454
64414,-0.4384
64415,-0.4226
64416,-0.4067
64417,-0.3907
64418,-0.3746
64419,-0.3584
64420,-0.342
64421,-0.3256
64422,-0.309
64423,-0.2924
64424,-0.2756
64425,-0.2588
64426,-0.2419
64427,-0.225
64428,-0.2079
64429,-0.1908
64430,-0.1736
64431,-0.1564
64432,-0.1392
64433,-0.1219
64434,-0.1045
64435,-0.0872
64436,-0.0698
64437,-0.0523
64438,-0.0349
64439,-0.0175
64440,0.0
64441,0.0175
64442,0.0349
64443,0.0523
64444,0.0698
64445,0.0872
64446,0.1045
64447,0.1219
64448,0.1392
64449,0.1564
64450,0.1736
64451,0.1908
64452,0.2079
64453,0.225
64454,0.2419
64455,0.2588
64456,0.2756
64457,0.2924
64458,0.309
64459,0.3256
64460,0.342
64461,0.3584
64462,0.3746
64463,0.3907
64464,0.4067
64465,0.4226
64466,0.4384
64467,0.454
64468,0.4695
64469,0.4848
64470,0.5
64471,0.515
64472,0.5299
64473,0.5446
64474,0.5592
64475,0.5736
64476,0.5878
64477,0.6018
64478,0.6157
64479,0.6293
64480,0.6428
64481,0.6561
64482,0.6691
64483,0.682
64484,0.6947
64485,0.7071
64486,0.7193
64487,0.7314
64488,0.7431
64489,0.7547
64490,0.766
64491,0.7771
64492,0.788
64493,0.7986
64494,0.809
64495,0.8192
64496,0.829
64497,0.8387
64498,0.848
64499,0.8572
64500,0.866
64501,0.8746
64502,0.8829
64503,0.891
64504,0.8988
64505,0.9063
64506,0.9135
64507,0.9205
64508,0.9272
64509,0.9336
64510,0.9397
64511,0.9455
64512,0.9511
64513,0.9563
64514,0.9613
64515,0.9659
64516,0.9703
64517,0.9744
64518,0.9781
64519,0.9816
64520,0.9848
64521,0.9877
64522,0.9903
64523,0.9925
64524,0.9945
64525,0.9962
64526,0.9976
64527,0.9986
64528,0.9994
64529,0.9998
64530,1.0
64531,0.9998
64532,0.9994
64533,0.9986
64534,0.9976
64535,0.9962
64536,0.9945
64537,0.9925
64538,0.9903
64539,0.9877
64540,0.9848
64541,0.9816
64542,0.9781
64543,0.9744
64544,0.9703
64545,0.9659
64546,0.9613
64547,0.9563
64548,0.9511
64549,0.9455
64550,0.9397
64551,0.9336
64552,0.9272
64553,0.9205
64554,0.9135
64555,0.9063
64556,0.8988
64557,0.891
64558,0.8829
64559,0.8746
64560,0.866
64561,0.8572
64562,0.848
64563,0.8387
64564,0.829
64565,0.8192
64566,0.809
64567,0.7986
64568,0.788
64569,0.7771
64570,0.766
64571,0.7547
64572,0.7431
64573,0.7314
64574,0.7193
64575,0.7071
64576,0.6947
64577,0.682
64578,0.6691
64579,0.6561
64580,0.6428
64581,0.6293
64582,0.6157
64583,0.6018
64584,0.5878
64585,0.5736
64586,0.5592
64587,0.5446
64588,0.5299
64589,0.515
64590,0.5
64591,0.4848
64592,0.4695
64593,0.454
64594,0.4384
64595,0.4226
64596,0.4067
64597,0.3907
64598,0.3746
64599,0.3584
64600,0.342
64601,0.3256
64602,0.309
64603,0.2924
64604,0.2756
64605,0.2588
64606,0.2419
64607,0.225
64608,0.2079
64609,0.1908
64610,0.1736
64611,0.1564
64612,0.1392
64613,0.1219
64614,0.1045
64615,0.0872
64616,0.0698
64617,0.0523
64618,0.0349
64619,0.0175
64620,0.0
64621,-0.0175
64622,-0.0349
64623,-0.0523
64624,-0.0698
64625,-0.0872
64626,-0.1045
64627,-0.1219
64628,-0.1392
64629,-0.1564
64630,-0.1736
64631,-0.1908
64632,-0.2079
64633,-0.225
64634,-0.2419
64635,-0.2588
64636,-0.2756
64637,-0.2924
64638,-0.309
64639,-0.3256
64640,-0.342
64641,-0.3584
64642,-0.3746
64643,-0.3907
64644,-0.4067
64645,-0.4226
64646,-0.4384
64647,-0.454
64648,-0.4695
64649,-0.4848
64650,-0.5
64651,-0.515
64652,-0.5299
64653,-0.5446
64654,-0.5592
64655,-0.5736
64656,-0.5878
64657,-0.6018
64658,-0.6157
64659,-0.6293
64660,-0.6428
64661,-0.6561
64662,-0.6691
64663,-0.682
64664,-0.6947
64665,-0.7071
64666,-0.7193
64667,-0.7314
64668,-0.7431
64669,-0.7547
64670,-0.766
64671,-0.7771
64672,-0.788
64673,-0.7986
64674,-0.809
64675,-0.8192
64676,-0.829
64677,-0.8387
64678,-0.848
64679,-0.8572
64680,-0.866
64681,-0.8746
64682,-0.8829
64683,-0.891
64684,-0.8988
64685,-0.9063
64686,-0.9135
64687,-0.9205
64688,-0.9272
64689,-0.9336
64690,-0.9397
64691,-0.9455
64692,-0.9511
64693,-0.9563
64694,-0.9613
64695,-0.9659
64696,-0.9703
64697,-0.9744
64698,-0.9781
64699,-0.9816
64700,-0.9848
64701,-0.9877
64702,-0.9903
64703,-0.9925
64704,-0.9945
64705,-0.9962
64706,-0.9976
64707,-0.9986
